Task_ID,Task_Description,Created_Date,Deadline,Est. Hours,Category,Priority,Class,Assigned_To
14202,Decide system attention medical same avoid compare.,2025-05-10,2025-05-19,3.54,Improvement,High,Research,U07
14203,Practice theory evidence think film seat.,2025-02-06,2025-02-07,5.48,Improvement,Low,Research,U04
14204,Election bring use someone.,2025-02-05,2025-02-10,6.8,Feature,High,Admin,U01
14205,Evidence really college southern also increase.,2025-02-28,2025-03-02,6.28,Bug,High,Technical,U10
14206,Range center record spring ahead investment.,2025-03-02,2025-03-11,2.83,Bug,Low,Support,U08
14207,Energy home budget.,2025-01-30,2025-02-07,7.39,Improvement,Low,Support,U10
14208,Before officer concern scene.,2025-01-15,2025-01-17,2.83,Bug,High,Support,U10
14209,Hold memory clearly upon if upon charge.,2025-01-21,2025-01-31,8.32,Bug,Low,Support,U02
14210,Will about more situation set.,2025-05-04,2025-05-07,6.81,Bug,High,Support,U05
14211,Guess create always why hundred kind.,2025-03-11,2025-03-15,4.46,Bug,High,Support,U10
14212,Including push sense evidence begin book.,2025-06-14,2025-06-16,9.96,Feature,Low,Support,U02
14213,Military along drug unit behind story.,2025-05-13,2025-05-18,4.22,Bug,Medium,Technical,U09
14214,Provide treatment her suffer truth.,2025-04-11,2025-04-20,4.92,Feature,Low,Admin,U08
14215,Address Congress expect activity avoid hot baby.,2025-04-29,2025-05-05,7.04,Feature,Low,Admin,U05
14216,Up finally political place.,2025-05-06,2025-05-16,7.44,Improvement,High,Support,U04
14217,Ability stuff focus music win.,2025-01-22,2025-01-23,9.2,Bug,High,Admin,U07
14218,Choose state stay value serve special risk simple.,2025-04-27,2025-05-07,3.85,Feature,High,Support,U05
14219,She class live create claim pay establish.,2025-02-06,2025-02-13,3.35,Feature,Low,Admin,U06
14220,Pattern market after car religious consumer fear too.,2025-04-22,2025-04-25,9.51,Feature,High,Research,U05
14221,Most response me dinner provide.,2025-01-14,2025-01-23,8.33,Improvement,Medium,Admin,U05
14222,Spring might wall identify imagine hold.,2025-04-12,2025-04-18,6.3,Feature,High,Technical,U08
14223,Parent professor five without.,2025-05-11,2025-05-12,2.53,Feature,Low,Support,U06
14224,Woman truth be source.,2025-05-21,2025-05-22,7.34,Improvement,Medium,Support,U03
14225,Late road stock pretty.,2025-01-17,2025-01-25,9.03,Bug,Medium,Support,U10
14226,Staff edge manager threat cup true according believe.,2025-04-03,2025-04-07,2.81,Improvement,Medium,Admin,U09
14227,Author drug once from by behavior relationship.,2025-05-20,2025-05-21,2.63,Feature,Low,Admin,U01
14228,Head out once perform side cell.,2025-02-12,2025-02-17,8.45,Feature,High,Technical,U08
14229,Watch together garden quickly because professor.,2025-06-05,2025-06-08,9.57,Feature,Low,Admin,U07
14230,Idea agreement occur true support.,2025-05-07,2025-05-09,7.74,Feature,Medium,Technical,U10
14231,Discuss ground social certainly.,2025-04-07,2025-04-15,8.16,Improvement,Medium,Research,U10
14232,Situation scene not nearly off prevent.,2025-02-10,2025-02-17,4.23,Improvement,High,Admin,U07
14233,Pattern they fight write TV.,2025-03-21,2025-03-25,6.85,Feature,High,Support,U03
14234,New line involve already lay subject remember.,2025-05-08,2025-05-12,9.51,Bug,High,Admin,U06
14235,Cell scene reveal heart agree like.,2025-04-26,2025-05-03,7.43,Bug,Low,Technical,U07
14236,Who her suffer ahead who TV technology.,2025-06-16,2025-06-23,6.16,Feature,Low,Research,U07
14237,Consider table history standard.,2025-06-04,2025-06-13,2.6,Improvement,High,Admin,U06
14238,Southern minute somebody southern provide trial.,2025-01-16,2025-01-18,7.96,Improvement,Low,Admin,U03
14239,Hair war adult chance.,2025-04-22,2025-04-25,7.24,Feature,High,Technical,U08
14240,Arrive truth democratic president forward available.,2025-05-23,2025-05-28,3.18,Bug,Low,Technical,U06
14241,This feel property street so nation.,2025-06-07,2025-06-12,3.94,Feature,Medium,Research,U03
14242,Management imagine guess hand song.,2025-04-13,2025-04-15,2.23,Feature,Low,Research,U05
14243,Space around quite step stay wonder federal nearly.,2025-05-30,2025-06-01,5.35,Feature,High,Support,U09
14244,Really fight again.,2025-02-17,2025-02-23,4.4,Bug,Low,Support,U01
14245,Range back born structure gas indicate.,2025-02-28,2025-03-03,8.56,Feature,Low,Support,U03
14246,Subject always look defense baby enter.,2025-01-25,2025-01-30,3.58,Improvement,Low,Technical,U05
14247,Night yes attack better risk especially.,2025-03-25,2025-04-02,6.19,Improvement,High,Technical,U05
14248,Bed prevent PM.,2025-04-21,2025-04-23,6.86,Improvement,Low,Technical,U09
14249,Identify see shake improve young.,2025-04-13,2025-04-20,9.64,Bug,Medium,Technical,U05
14250,Late size operation option.,2025-02-19,2025-02-20,9.59,Improvement,Medium,Support,U10
14251,Pm song word arrive good do hand.,2025-04-10,2025-04-13,2.17,Improvement,Low,Research,U01
14252,Black administration eight have herself.,2025-03-05,2025-03-10,7.09,Improvement,Medium,Support,U05
14253,Fast style exist meet.,2025-03-12,2025-03-19,5.3,Feature,High,Admin,U04
14254,Something design majority fact hit.,2025-02-15,2025-02-18,7.38,Feature,Medium,Admin,U04
14255,Line later general each itself thus drive.,2025-03-13,2025-03-17,2.36,Improvement,Low,Technical,U04
14256,Whether project discover so contain wonder.,2025-04-08,2025-04-18,2.08,Improvement,Medium,Support,U04
14257,Space class chair sometimes hope stand.,2025-05-12,2025-05-17,7.22,Feature,Low,Admin,U05
14258,Country ball force animal service not stock.,2025-05-09,2025-05-16,7.23,Feature,High,Admin,U06
14259,Almost stand event ahead scientist would former.,2025-02-18,2025-02-25,8.69,Feature,High,Support,U04
14260,Region section some himself another.,2025-03-01,2025-03-08,8.06,Bug,Low,Technical,U08
14261,Should hard look bring.,2025-05-30,2025-06-09,5.14,Bug,High,Support,U03
14262,Task language must look agent each.,2025-04-10,2025-04-17,7.41,Feature,Low,Admin,U03
14263,Go finally manager gas available take method.,2025-01-31,2025-02-09,7.99,Improvement,Low,Support,U03
14264,Approach then project the say.,2025-05-19,2025-05-23,5.3,Improvement,High,Technical,U01
14265,Style open central suddenly range.,2025-06-09,2025-06-14,9.26,Feature,Medium,Support,U02
14266,Back than space war.,2025-06-02,2025-06-07,5.77,Improvement,Medium,Admin,U08
14267,Without great seem information small.,2025-04-28,2025-05-03,2.54,Improvement,Low,Technical,U02
14268,Guy matter budget.,2025-03-28,2025-03-29,8.84,Feature,Medium,Admin,U10
14269,Thought by apply start between.,2025-04-24,2025-04-26,7.59,Improvement,High,Technical,U08
14270,Work whole leg build often might movement.,2025-01-03,2025-01-10,2.2,Feature,High,Technical,U05
14271,One standard night everyone election.,2025-03-10,2025-03-15,9.42,Bug,Medium,Admin,U06
14272,Smile appear term anything end sometimes.,2025-01-14,2025-01-17,4.19,Feature,Low,Research,U08
14273,Guess page everyone any media.,2025-03-22,2025-03-24,3.41,Bug,Low,Support,U03
14274,Own before up standard he contain.,2025-03-18,2025-03-19,8.32,Improvement,High,Admin,U09
14275,Actually within collection scientist check statement whatever.,2025-04-13,2025-04-19,7.18,Bug,Low,Research,U02
14276,Entire wear take another however kid foreign tree.,2025-01-14,2025-01-15,1.9,Improvement,Medium,Admin,U02
14277,Back act word front purpose according model actually.,2025-02-05,2025-02-09,4.4,Improvement,Low,Support,U06
14278,Member international human upon really those.,2025-01-07,2025-01-12,8.7,Improvement,High,Technical,U03
14279,Learn if present remember model avoid.,2025-04-20,2025-04-29,2.98,Improvement,Low,Support,U09
14280,Identify daughter add almost.,2025-01-21,2025-01-27,6.59,Improvement,Medium,Research,U03
14281,Suddenly responsibility his media campaign.,2025-05-29,2025-06-05,7.58,Improvement,Medium,Admin,U03
14282,Might police need executive painting eye smile.,2025-02-06,2025-02-09,5.3,Bug,Medium,Research,U09
14283,Pattern floor fine why current treatment.,2025-02-05,2025-02-07,4.98,Improvement,Medium,Admin,U04
14284,Wide single oil.,2025-03-28,2025-04-02,4.37,Bug,Medium,Research,U01
14285,Some ask interview.,2025-04-24,2025-05-01,8.57,Feature,Medium,Research,U06
14286,May Congress town recently avoid main result travel.,2025-03-12,2025-03-17,5.31,Improvement,High,Technical,U09
14287,Address shoulder thought rest.,2025-03-22,2025-03-26,4.71,Improvement,Medium,Technical,U07
14288,Can hear management surface.,2025-03-18,2025-03-27,5.61,Bug,Low,Support,U01
14289,Car accept teach Mrs listen.,2025-05-05,2025-05-14,3.75,Feature,Medium,Support,U10
14290,Game interest rock necessary sort purpose plan.,2025-05-06,2025-05-13,7.15,Improvement,Low,Research,U01
14291,Very they dog degree such ahead have.,2025-03-31,2025-04-02,3.66,Improvement,High,Support,U01
14292,Table test growth herself foot method yes impact.,2025-05-08,2025-05-10,7.94,Feature,Medium,Technical,U03
14293,Head customer open where.,2025-01-21,2025-01-31,2.15,Feature,High,Admin,U06
14294,Fill teacher college out writer.,2025-04-10,2025-04-11,4.71,Improvement,High,Technical,U01
14295,Lead indicate design race structure walk when.,2025-01-12,2025-01-17,6.86,Bug,High,Support,U08
14296,Customer play decade scientist.,2025-03-24,2025-03-28,1.09,Bug,High,Technical,U05
14297,Time friend stand audience he get.,2025-03-25,2025-03-30,6.11,Feature,Low,Technical,U10
14298,Doctor sometimes despite stuff.,2025-01-04,2025-01-10,6.95,Improvement,Medium,Research,U01
14299,Than your small suffer.,2025-03-14,2025-03-23,3.17,Bug,Low,Support,U09
14300,At seat center teacher surface likely.,2025-04-05,2025-04-10,9.11,Bug,Low,Technical,U10
14301,Receive population high include.,2025-04-02,2025-04-11,7.33,Improvement,Medium,Research,U06
14302,Value hospital system law sport let itself season.,2025-03-04,2025-03-07,6.02,Feature,High,Technical,U08
14303,Teach customer camera dinner marriage range form.,2025-05-14,2025-05-23,5.43,Bug,High,Support,U10
14304,International exactly few health throw.,2025-02-05,2025-02-14,5.96,Improvement,Low,Technical,U10
14305,Road such theory a when.,2025-02-24,2025-03-03,8.95,Feature,Low,Technical,U05
14306,Garden tend sometimes wear either.,2025-03-04,2025-03-05,6.29,Bug,Low,Research,U06
14307,Structure item believe.,2025-03-28,2025-03-29,9.66,Bug,Medium,Research,U09
14308,Some life fill head improve quite.,2025-01-11,2025-01-21,6.34,Bug,High,Admin,U08
14309,Beat laugh back.,2025-03-12,2025-03-17,6.85,Bug,Medium,Support,U07
14310,Must more ball energy picture.,2025-01-10,2025-01-11,9.55,Bug,Low,Support,U06
14311,Two owner north event son owner analysis house.,2025-01-04,2025-01-08,8.78,Bug,Medium,Support,U05
14312,National white agree up next.,2025-03-07,2025-03-09,3.73,Feature,Low,Technical,U09
14313,Sound easy thing only apply role wait.,2025-01-24,2025-01-26,6.2,Feature,High,Admin,U08
14314,Home view consider think.,2025-02-05,2025-02-08,8.87,Bug,Medium,Support,U02
14315,Send name statement assume.,2025-03-27,2025-04-03,8.78,Improvement,Medium,Technical,U04
14316,Culture like carry week.,2025-05-13,2025-05-23,6.0,Improvement,Low,Admin,U04
14317,Describe one wait training point.,2025-01-07,2025-01-16,4.56,Improvement,Medium,Research,U07
14318,Sit TV history store may.,2025-02-20,2025-02-26,1.66,Improvement,Low,Technical,U03
14319,Mrs she picture carry best.,2025-01-17,2025-01-20,4.76,Improvement,Medium,Research,U08
14320,Teach news instead office even read citizen nation.,2025-05-30,2025-05-31,2.78,Feature,High,Research,U04
14321,Television PM policy half better simply look.,2025-06-12,2025-06-17,2.17,Feature,Low,Support,U01
14322,Maintain ever newspaper action.,2025-05-25,2025-06-02,4.9,Feature,High,Support,U08
14323,Budget third successful physical million.,2025-06-12,2025-06-21,3.99,Feature,Medium,Research,U10
14324,His camera develop serious.,2025-03-10,2025-03-17,6.22,Bug,High,Support,U02
14325,Clearly way manage up player.,2025-05-14,2025-05-15,9.82,Feature,Low,Support,U09
14326,Case even newspaper measure any office view.,2025-06-07,2025-06-09,1.61,Improvement,Low,Admin,U03
14327,Can recently rest style.,2025-06-14,2025-06-23,3.08,Bug,Low,Support,U05
14328,Nearly country least sign race much catch lose.,2025-02-14,2025-02-22,8.99,Bug,Medium,Admin,U07
14329,Poor benefit color clear bit lawyer onto.,2025-01-17,2025-01-21,3.31,Improvement,Medium,Technical,U06
14330,Enter begin clear be can evening simple.,2025-03-24,2025-04-03,7.55,Feature,Medium,Support,U07
14331,Truth against door data list nature oil all.,2025-02-08,2025-02-18,5.27,Feature,High,Technical,U01
14332,Certainly many capital western amount area once campaign.,2025-02-09,2025-02-11,4.9,Bug,High,Research,U09
14333,Give science economic fill free institution vote thing.,2025-01-11,2025-01-21,5.18,Bug,High,Support,U08
14334,Machine medical machine mention my father.,2025-06-18,2025-06-22,6.88,Bug,Medium,Technical,U06
14335,Practice result get weight side degree.,2025-03-13,2025-03-21,2.67,Bug,High,Technical,U07
14336,Professional report rise ball prevent.,2025-04-10,2025-04-18,1.82,Improvement,High,Support,U09
14337,While nice too culture spring dinner water.,2025-06-08,2025-06-10,7.45,Improvement,Medium,Research,U04
14338,Cup imagine cut.,2025-01-22,2025-01-28,3.73,Bug,Medium,Admin,U05
14339,Big test method pretty feel.,2025-05-06,2025-05-07,3.65,Feature,High,Support,U07
14340,Close sport figure against soldier.,2025-06-11,2025-06-13,2.91,Bug,Medium,Research,U04
14341,Phone development turn during suddenly run throw.,2025-02-01,2025-02-09,2.7,Improvement,High,Support,U03
14342,Traditional rule Democrat at site.,2025-01-05,2025-01-09,6.56,Bug,Medium,Research,U04
14343,Land take feeling image foreign.,2025-06-09,2025-06-15,5.21,Bug,Low,Admin,U06
14344,Book least meeting painting fill.,2025-01-13,2025-01-14,1.29,Feature,Low,Support,U07
14345,Walk their enough director girl main rule seven.,2025-04-02,2025-04-10,7.11,Feature,Low,Technical,U03
14346,As apply report ability minute suggest no issue.,2025-03-20,2025-03-30,9.34,Improvement,High,Research,U07
14347,Administration word natural author allow during option.,2025-06-18,2025-06-28,2.62,Bug,Low,Support,U10
14348,Police doctor note away chance.,2025-02-21,2025-02-22,2.73,Improvement,Medium,Research,U06
14349,Here loss sea everything certainly way mouth.,2025-05-25,2025-06-02,2.53,Improvement,High,Research,U07
14350,Hotel picture choose space page think.,2025-01-14,2025-01-23,4.15,Bug,High,Technical,U10
14351,Trial while son increase American.,2025-04-07,2025-04-15,3.52,Feature,Low,Support,U08
14352,Avoid either on.,2025-06-16,2025-06-19,6.56,Improvement,Low,Support,U09
14353,Office admit finally price election.,2025-04-02,2025-04-05,2.27,Feature,Low,Admin,U01
14354,Behavior take with blood mention.,2025-03-09,2025-03-12,1.16,Bug,Low,Support,U01
14355,Above arrive the one magazine.,2025-05-06,2025-05-09,6.75,Improvement,Low,Research,U06
14356,Pick least clear authority feel.,2025-03-24,2025-03-28,5.8,Improvement,High,Research,U04
14357,Trip throw play environmental rest change.,2025-04-14,2025-04-19,5.13,Bug,High,Support,U05
14358,Lot mouth final half company pick bank.,2025-05-31,2025-06-01,7.29,Feature,High,Technical,U01
14359,Add chair set name significant.,2025-05-01,2025-05-10,5.06,Improvement,Medium,Support,U02
14360,Of up education American onto.,2025-02-09,2025-02-17,6.83,Improvement,Low,Technical,U03
14361,To data court response small.,2025-03-16,2025-03-24,9.54,Bug,High,Research,U04
14362,Other final time down nice realize.,2025-04-27,2025-05-04,6.48,Feature,Medium,Support,U02
14363,Yes defense behind see travel court.,2025-01-16,2025-01-18,6.71,Bug,High,Technical,U08
14364,All might top student wish.,2025-01-08,2025-01-10,2.42,Bug,Medium,Technical,U07
14365,Question sign situation relationship.,2025-01-07,2025-01-14,5.4,Improvement,Low,Support,U09
14366,Agree family study above.,2025-02-06,2025-02-13,8.97,Bug,High,Technical,U06
14367,Real bar party affect kitchen political move often.,2025-06-05,2025-06-09,5.87,Bug,Medium,Support,U04
14368,Somebody everything back lay under.,2025-04-27,2025-05-05,5.1,Improvement,Low,Research,U09
14369,Usually subject smile minute.,2025-06-04,2025-06-06,2.85,Bug,Low,Research,U08
14370,Spring board old Mr rest.,2025-05-09,2025-05-15,9.72,Improvement,Medium,Admin,U04
14371,Action order friend able adult wear push avoid.,2025-03-06,2025-03-14,6.67,Improvement,Low,Support,U07
14372,Put science onto.,2025-03-07,2025-03-16,8.08,Improvement,High,Research,U05
14373,Produce always chair which last million report.,2025-01-08,2025-01-13,6.14,Feature,Medium,Support,U02
14374,Our remember magazine need song treatment born heart.,2025-04-17,2025-04-26,6.42,Bug,Low,Support,U06
14375,Series where college sea chair child lead.,2025-01-19,2025-01-20,6.59,Bug,Medium,Admin,U03
14376,Bed another bad.,2025-06-08,2025-06-17,1.28,Improvement,High,Support,U08
14377,Walk hand least maintain other last society.,2025-05-30,2025-06-06,7.14,Bug,Low,Research,U05
14378,Other night age may opportunity industry.,2025-02-09,2025-02-18,4.33,Bug,High,Technical,U09
14379,Idea bad environment major difficult run another.,2025-04-28,2025-05-01,7.21,Feature,Medium,Research,U07
14380,Skin same set member pull room create.,2025-03-30,2025-04-06,8.1,Improvement,High,Support,U08
14381,Sea ago arm early evening not.,2025-04-06,2025-04-11,1.38,Improvement,Medium,Research,U07
14382,Thus current once ready.,2025-03-02,2025-03-05,2.17,Bug,Low,Research,U09
14383,Ten soldier both.,2025-05-15,2025-05-25,1.2,Improvement,Low,Research,U07
14384,That night prepare war lead college.,2025-06-02,2025-06-10,1.08,Bug,Medium,Admin,U10
14385,Between fish add international top high.,2025-06-10,2025-06-15,8.74,Bug,Low,Technical,U02
14386,Ago three teacher couple line thing.,2025-03-13,2025-03-18,7.16,Feature,High,Admin,U08
14387,Without everyone many building factor near possible.,2025-05-24,2025-05-28,9.78,Improvement,Low,Admin,U01
14388,Response free next strong black teach.,2025-06-12,2025-06-14,3.57,Improvement,Low,Support,U09
14389,Discuss family friend report program.,2025-03-24,2025-03-28,8.48,Feature,Medium,Support,U02
14390,Interview step tonight above sea.,2025-03-07,2025-03-12,3.39,Improvement,High,Admin,U05
14391,Car community late thing.,2025-04-20,2025-04-26,4.69,Improvement,Low,Technical,U07
14392,Form arm around our.,2025-03-16,2025-03-18,5.41,Feature,Medium,Support,U09
14393,Us learn game perhaps reality kitchen also matter.,2025-03-01,2025-03-09,8.98,Improvement,Medium,Admin,U02
14394,Help turn sing let third difficult.,2025-05-26,2025-05-28,6.14,Feature,Low,Research,U04
14395,Play artist line outside win where.,2025-06-18,2025-06-21,2.92,Improvement,Low,Admin,U05
14396,Fire method look great practice issue prepare.,2025-05-27,2025-06-02,3.85,Feature,Low,Support,U08
14397,Leave television story perhaps body.,2025-03-05,2025-03-15,3.0,Feature,Low,Support,U10
14398,Program sound read rather cover indicate any have.,2025-03-25,2025-04-04,4.07,Improvement,Medium,Admin,U03
14399,Race determine subject lay base activity become town.,2025-02-03,2025-02-08,6.26,Feature,Medium,Technical,U03
14400,Owner determine result write seek training class.,2025-02-13,2025-02-16,7.89,Feature,High,Support,U08
14401,Mother box finally before change our.,2025-03-18,2025-03-23,7.09,Bug,Low,Research,U04
14402,Late sea style forward drive single direction.,2025-01-17,2025-01-22,1.84,Feature,Low,Support,U01
14403,Article pay adult.,2025-01-29,2025-02-03,6.03,Feature,Low,Technical,U02
14404,Pick foot body structure contain.,2025-01-17,2025-01-18,1.58,Improvement,Low,Research,U03
14405,To social buy suggest reason glass mouth.,2025-05-10,2025-05-15,8.31,Feature,High,Technical,U07
14406,Born behavior push discussion garden.,2025-04-30,2025-05-02,3.19,Bug,High,Support,U05
14407,Artist exactly fill cut administration.,2025-01-07,2025-01-08,5.22,Improvement,Low,Admin,U07
14408,Machine act them far none.,2025-04-26,2025-05-01,5.56,Improvement,High,Admin,U10
14409,How it reason customer visit remain.,2025-02-10,2025-02-17,5.18,Feature,Low,Admin,U02
14410,Picture year call.,2025-01-29,2025-02-03,7.71,Feature,Medium,Technical,U02
14411,Attention likely believe author entire part.,2025-04-09,2025-04-17,6.73,Improvement,Low,Technical,U09
14412,Follow remain chair.,2025-05-11,2025-05-21,5.62,Bug,High,Technical,U04
14413,Follow add whole art friend.,2025-04-14,2025-04-15,6.8,Feature,Low,Technical,U02
14414,Do body window agreement risk reach.,2025-03-29,2025-04-03,8.51,Bug,Low,Admin,U07
14415,As assume others especially skin wife spring.,2025-03-10,2025-03-14,1.66,Feature,High,Technical,U05
14416,None help sense close.,2025-01-09,2025-01-16,4.9,Feature,Medium,Research,U03
14417,Recently picture follow month employee different.,2025-04-05,2025-04-15,4.9,Improvement,Low,Support,U02
14418,Central question would value guy walk tonight.,2025-03-12,2025-03-15,2.55,Feature,Low,Technical,U03
14419,Family Congress find recent company.,2025-01-14,2025-01-15,3.38,Improvement,Low,Admin,U08
14420,Bar establish season bill chance.,2025-03-05,2025-03-10,7.08,Bug,Medium,Support,U03
14421,Under thank plant everybody happen popular.,2025-03-21,2025-03-24,7.47,Feature,Low,Admin,U06
14422,Apply any factor modern sport.,2025-06-09,2025-06-15,1.27,Bug,High,Technical,U03
14423,Rock rise identify explain.,2025-06-06,2025-06-16,7.58,Feature,Medium,Support,U06
14424,Market ready walk soldier similar rule.,2025-01-03,2025-01-12,1.19,Feature,High,Technical,U10
14425,Professional less recent often set beautiful without.,2025-03-13,2025-03-14,5.5,Feature,Low,Admin,U04
14426,Number federal art side month.,2025-02-21,2025-03-01,2.65,Feature,Low,Technical,U02
14427,Edge speak himself much.,2025-04-13,2025-04-21,4.23,Improvement,Medium,Support,U09
14428,General individual result occur clearly key.,2025-04-19,2025-04-20,6.34,Feature,Medium,Admin,U01
14429,Or so bag admit democratic.,2025-03-18,2025-03-25,8.07,Bug,Low,Research,U09
14430,Technology network ball shake culture cell.,2025-01-12,2025-01-16,4.01,Improvement,Low,Support,U06
14431,Sometimes that talk crime method.,2025-05-06,2025-05-16,9.63,Feature,Low,Support,U06
14432,Exist center expect anyone perhaps since worker know.,2025-04-10,2025-04-12,5.69,Bug,High,Research,U04
14433,Voice table sometimes measure.,2025-03-17,2025-03-25,3.68,Bug,Low,Support,U01
14434,North process big total black animal seek could.,2025-03-10,2025-03-15,1.18,Improvement,Medium,Research,U04
14435,Kind want once possible stuff official data raise.,2025-06-13,2025-06-19,5.3,Bug,Low,Admin,U07
14436,Western could party big south identify.,2025-02-14,2025-02-20,5.74,Bug,Medium,Research,U07
14437,Rate detail ability magazine make style forward ask.,2025-01-04,2025-01-11,1.53,Improvement,Medium,Admin,U07
14438,Enough about bill although name after.,2025-03-03,2025-03-11,8.05,Bug,Low,Support,U04
14439,Form south art former visit war.,2025-01-14,2025-01-18,7.96,Feature,Low,Admin,U08
14440,Might little wish skill.,2025-04-09,2025-04-16,6.61,Bug,Low,Technical,U06
14441,Glass who measure money.,2025-01-15,2025-01-24,6.74,Feature,Medium,Support,U04
14442,Strong detail stay week.,2025-03-17,2025-03-24,9.36,Bug,High,Research,U01
14443,Dinner believe best large issue.,2025-01-06,2025-01-13,6.23,Feature,High,Support,U09
14444,Operation general along page worry.,2025-04-28,2025-04-29,9.27,Bug,Low,Support,U06
14445,Role church behavior kid front.,2025-03-05,2025-03-07,2.65,Improvement,Medium,Technical,U08
14446,Tax situation huge.,2025-05-18,2025-05-24,2.24,Feature,Medium,Technical,U01
14447,Nearly remember argue behavior father doctor society.,2025-02-09,2025-02-15,8.14,Improvement,Medium,Admin,U07
14448,Reach certain everybody court green close authority.,2025-06-15,2025-06-18,7.41,Bug,Medium,Research,U02
14449,Very or leader never game.,2025-05-08,2025-05-09,9.87,Improvement,Medium,Research,U05
14450,Ground parent do anyone myself candidate.,2025-05-18,2025-05-23,1.72,Feature,Low,Research,U05
14451,Hit return line place.,2025-04-07,2025-04-16,5.45,Feature,High,Technical,U04
14452,Government program husband writer.,2025-04-02,2025-04-11,8.62,Bug,High,Research,U03
14453,Then kid whose never crime.,2025-05-18,2025-05-25,8.73,Feature,High,Admin,U01
14454,Carry single field later opportunity entire.,2025-03-03,2025-03-10,3.48,Feature,Low,Support,U03
14455,Possible turn fear simply too treat.,2025-05-11,2025-05-12,2.41,Improvement,Medium,Support,U01
14456,Pay Democrat during traditional room pass maintain.,2025-01-23,2025-01-30,8.47,Bug,High,Support,U09
14457,Director believe election stage name eight nature.,2025-02-12,2025-02-22,8.39,Improvement,High,Support,U10
14458,Threat return firm that animal and inside oil.,2025-03-22,2025-04-01,4.02,Bug,High,Technical,U05
14459,Prepare agree least small bill available.,2025-05-20,2025-05-27,8.89,Improvement,Low,Admin,U07
14460,Lay product party station.,2025-02-18,2025-02-26,2.07,Feature,Low,Support,U05
14461,Choose air blood.,2025-06-11,2025-06-20,1.36,Improvement,High,Support,U08
14462,General guess choice citizen institution back experience adult.,2025-03-26,2025-04-02,8.31,Feature,Low,Technical,U03
14463,Protect least assume meet affect.,2025-05-03,2025-05-09,5.97,Feature,Low,Research,U03
14464,Concern nearly majority chance collection.,2025-04-29,2025-05-08,4.99,Feature,Low,Support,U01
14465,Ten heavy call travel.,2025-04-28,2025-05-02,7.15,Improvement,Medium,Admin,U05
14466,Energy must prepare effect around offer.,2025-04-10,2025-04-17,7.73,Bug,Low,Technical,U03
14467,Special she difficult direction.,2025-02-20,2025-02-27,1.7,Bug,Medium,Admin,U09
14468,Couple really already day especially information.,2025-01-08,2025-01-14,2.14,Feature,Medium,Technical,U07
14469,Speak majority down close five personal.,2025-05-27,2025-06-06,7.47,Improvement,Low,Admin,U10
14470,Receive point happen your likely city while.,2025-05-08,2025-05-10,6.13,Feature,High,Admin,U07
14471,Enough official writer guy view kitchen.,2025-03-23,2025-03-31,2.64,Improvement,High,Admin,U07
14472,Under large kitchen its take.,2025-06-12,2025-06-14,9.95,Improvement,High,Technical,U10
14473,How would commercial evening off whether color such.,2025-05-28,2025-06-06,1.22,Feature,Medium,Research,U02
14474,Police economy particular analysis able program return.,2025-05-19,2025-05-28,5.78,Improvement,Low,Technical,U04
14475,See community eat open program fill.,2025-05-30,2025-06-05,8.23,Improvement,High,Research,U04
14476,Change our rather care.,2025-02-06,2025-02-10,8.87,Feature,Low,Research,U01
14477,Including almost physical give.,2025-01-10,2025-01-14,3.43,Feature,High,Admin,U10
14478,Including court drop score program expect.,2025-04-24,2025-05-03,6.87,Feature,Medium,Research,U05
14479,Main visit skin offer behind plan five.,2025-03-08,2025-03-12,9.98,Bug,High,Support,U03
14480,Necessary fine everyone meet network team standard.,2025-01-16,2025-01-20,7.93,Feature,High,Research,U09
14481,Adult close level long.,2025-01-30,2025-02-09,7.23,Improvement,High,Support,U01
14482,Just safe address before.,2025-05-12,2025-05-13,8.36,Improvement,High,Technical,U08
14483,Improve discover main sort production ask.,2025-02-19,2025-02-28,6.55,Bug,Medium,Support,U07
14484,Join new new.,2025-03-27,2025-03-31,4.53,Bug,Medium,Support,U01
14485,Ten hot leader raise production skill realize.,2025-03-08,2025-03-13,9.52,Bug,High,Admin,U05
14486,Sell entire generation.,2025-05-16,2025-05-22,2.9,Feature,Medium,Research,U04
14487,Standard when gun back.,2025-02-22,2025-03-01,4.74,Improvement,High,Technical,U08
14488,Deep return stuff state baby second.,2025-05-18,2025-05-27,6.07,Bug,Medium,Research,U04
14489,When Congress agree design.,2025-02-03,2025-02-13,7.05,Feature,Medium,Support,U08
14490,Table know able perform.,2025-04-15,2025-04-17,8.6,Improvement,Medium,Admin,U04
14491,Safe western heart natural most.,2025-03-17,2025-03-18,7.99,Bug,Medium,Support,U10
14492,Someone security process system actually father message.,2025-06-17,2025-06-21,4.09,Bug,High,Research,U03
14493,Certainly position cold decide night listen economy.,2025-01-08,2025-01-11,3.93,Improvement,Medium,Support,U04
14494,Cup long live become score.,2025-04-11,2025-04-19,4.08,Feature,High,Admin,U07
14495,Region alone for meet project together.,2025-05-15,2025-05-16,9.4,Improvement,Medium,Research,U05
14496,Manage visit probably indeed.,2025-04-27,2025-05-06,2.6,Bug,High,Research,U01
14497,Bed sometimes charge middle without state.,2025-01-30,2025-02-02,3.77,Improvement,High,Admin,U04
